actor_id,movie_id,role
15548,941,Broke Lenny
102501,941,The Dreamer
148348,941,Thespian #2
24610,944,Ben
60190,944,Teddy
72900,944,James
95040,944,Sergeant
115796,944,Samuel
129479,944,Party man
146038,944,Young Frank
146041,944,Fassbender
155015,944,Chris
156744,944,Leo
172146,944,Frank
199752,944,Cal
225133,944,Earl
232100,944,FBI agent
136510,945,
99499,947,Angry Man
4652,949,
18176,949,
224114,949,
133492,953,Seth
198362,953,Jake
55579,954,Kyle
152992,954,Derek Fishman
228526,954,Young Zachary Fishman
231017,954,Coach Baker
156312,955,Eddie
177639,955,Kevin
184237,955,Officer Hannagan
195410,955,Mark
200204,955,Duffy
206231,955,Aaron
21789,957,The Limousine Driver
2192,958,Himself - Presenter
8463,958,Himself - Presenter
61965,958,Himself
74220,958,Himself - Performer
92442,958,Himself - Presenter
107625,958,Himself - Presenter
115137,958,Himself - Presenter
115138,958,Himself - Presenter
115139,958,Himself - Presenter
115140,958,Himself - Presenter
152932,958,Himself - Presenter
170338,958,Himself - Performer
172113,958,Himself - Presenter
173467,958,Himself - Presenter
187827,958,Himself
193079,958,Himself - Performer (Hall & O
222082,958,Himself - Presenter
224907,958,Himself
226577,958,Himself - Presenter
233452,958,Himself
29178,962,Chief Martin
209573,962,Henry Stauf
31581,964,Reporter
35202,964,Disc Jockey
63970,964,Spider
65448,964,The Suspect
78373,964,Steve
118612,964,Ed Little
141213,964,Reporter
163504,964,Andrew Spencer
180552,964,Benny Benito
195077,964,Captain Long
201724,964,Red Brody
106691,965,H. Tom
158385,965,Pan
177187,965,Allen's Agent
185119,965,Filmore West
4739,966,Steve
81756,966,Heschel
81859,966,Lowell Heschel
126129,966,Dad
141507,966,Russel
229783,966,Young Priest
9246,968,Coach Gilmore
69638,968,Leonard Fisher
70657,968,Jeff
126271,968,Jacob Carges
156424,968,Keith Gardner
25652,969,Juror #1
34375,969,Juror #10
43264,969,Juror #6
49108,969,Judge
89970,969,Juror #3
149895,969,Juror #2
154556,969,Juror #8
8271,970,Guard
101241,970,Juror #9
108148,970,Juror #7
110568,970,Juror #2
165255,970,Juror #6
196997,970,Juror #5
20918,973,Slow
50569,973,Lucky
85200,973,Evil Lovejoy
143031,973,Spineless
146346,973,Cornfed
152080,973,Young Johnny
181507,973,Tanner
30019,976,
120666,976,
136223,976,Alex
164422,976,Engel
42946,977,Dogcatcher Doyle
153806,977,Denny Doyle
153807,977,Denny Doyle
207591,977,Mike Stevens
215393,977,Old Jake
215559,977,Old Jake
224510,977,Melvin
35674,979,Gustavo
41030,979,Roberto
46714,979,Radio voice
166483,979,Policeman
2231,980,Narrator
138068,980,Terrorist #1
167087,983,Professor
153931,984,
204957,984,Aza Coffey
226932,986,
9685,987,Police Inspector
132839,987,Ajay Kumar
50477,989,
204971,989,
66496,992,
185104,994,David Benedict
4782,995,
56263,995,
118513,995,
126845,995,
142398,995,Engineer Bruns
147848,995,
150634,995,poet Lyapis-Trubetskoi
150635,995,Kisa Vorobyaninov
163479,995,Varfolomey Korobeynikov
167087,995,
169367,995,
170589,995,
177657,995,Ostap Bender
179769,995,
206430,997,
72901,1000,Arthur Newton
